-0.0504951881109295,0.0126563326959043,-3.98971718934587,6.70680685520494e-05,"age","android_bone_mass_f23244_2_0"
1.06073661441005,0.0237766736607438,44.6124899363601,0,"sex","android_bone_mass_f23244_2_0"
-0.0195593068205785,0.0145779206769175,-1.3417075901331,0.179749831043417,"age","android_fat_mass_f23245_2_0"
0.409733423828221,0.0273866427910388,14.9610679539841,1.42401029568342e-49,"sex","android_fat_mass_f23245_2_0"
-0.0919865691557708,0.00927390793561998,-9.91885727078024,5.52706509113089e-23,"age","android_lean_mass_f23246_2_0"
1.57316758915906,0.0174223203390011,90.296100550821,0,"sex","android_lean_mass_f23246_2_0"
-0.00105904247193329,0.00544651971433802,-0.194443888478976,0.845829310639891,"age","android_tissue_fat_percentage_f23247_2_0"
-0.0367681585956501,0.0100986642849405,-3.64089324669205,0.000272034763774762,"sex","android_tissue_fat_percentage_f23247_2_0"
-0.0550067237615776,0.00471716747828662,-11.6609647664147,2.26663405152282e-31,"age","android_total_mass_f23248_2_0"
0.983249046722875,0.0087463358690598,112.418395707981,0,"sex","android_total_mass_f23248_2_0"
-0.00703425779121093,0.0155571099646803,-0.452157104191007,0.651178379335142,"age","arm_fat_mass_left_f23249_2_0"
-0.560729628837259,0.0292808418255474,-19.1500514970859,1.53341695531518e-78,"sex","arm_fat_mass_left_f23249_2_0"
-0.00440371556784264,0.0156121711961122,-0.282069387564701,0.7779037396801,"age","arm_fat_mass_right_f23253_2_0"
-0.537580172586452,0.0293844754189293,-18.2947003450722,4.35889544727843e-72,"sex","arm_fat_mass_right_f23253_2_0"
-0.13341110790081,0.00884994224950751,-15.0747998280141,4.29903096897092e-50,"age","arm_lean_mass_left_f23250_2_0"
1.68177083017027,0.0166569343381499,100.965207404249,0,"sex","arm_lean_mass_left_f23250_2_0"
-0.128498737085636,0.00852798088298059,-15.0678969440566,4.74783249299631e-50,"age","arm_lean_mass_right_f23254_2_0"
1.70784067922158,0.0160509541870412,106.401193307274,0,"sex","arm_lean_mass_right_f23254_2_0"
-0.00730277271096659,0.00900127630894434,-0.811304137359944,0.417204247617452,"age","arm_tissue_fat_percentage_left_f23251_2_0"
-0.0903788118155205,0.0167106629660418,-5.40845159759261,6.45717359217488e-08,"sex","arm_tissue_fat_percentage_left_f23251_2_0"
-0.00733565808309874,0.00900170854537544,-0.814918417556118,0.415132289814421,"age","arm_tissue_fat_percentage_right_f23255_2_0"
