"Estimate","Std. Error","t value","Pr(>|t|)","Adiposity","n","exposure"
-0.0213611942573193,0.00201248024818046,-10.6143621914464,2.57268828834632e-26,"basal_metabolic_rate_f23105_0_0",477141,"types_of_transport_used_excluding_work_f6162_0_0.multi_Public_transport"
-0.0732528079923401,0.00177698773501721,-41.2230239684973,0,"basal_metabolic_rate_f23105_0_0",477141,"types_of_transport_used_excluding_work_f6162_0_0.multi_Walk"
0.0173599985350852,0.017756033118568,0.977695773552673,0.328225308472053,"basal_metabolic_rate_f23105_0_0",477141,"types_of_transport_used_excluding_work_f6162_0_0.multi_None_of_the_above"
-0.0948609657759632,0.00354562298021915,-26.7543859866623,1.43562018526821e-157,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Calcium"
-0.0120644433833206,0.00498380420615484,-2.42072980483892,0.0154897551781745,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Iron"
-0.00199874722479473,0.0058175875016643,-0.34356977427893,0.731170010019985,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Selenium"
-0.0144303888916958,0.00446275814203095,-3.23351354306839,0.00122285824300278,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Zinc"
-0.0136141776458385,0.00194225679058323,-7.00946327583716,2.39548200076497e-12,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Fish_oil_.including_cod_liver_oil."
0.045914848954159,0.00228937380342193,20.0556365611986,1.9619371984019e-89,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Glucosamine"
0.0134255007615266,0.00183065902168189,7.33369819421209,2.24238107398162e-13,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_None_of_the_above"
-0.0417199256555334,0.0167414781865599,-2.49200967743852,0.0127025934078275,"basal_metabolic_rate_f23105_0_0",478482,"mineral_and_other_dietary_supplements_f6179_0_0.multi_Prefer_not_to_answer"
-0.0059280275785051,0.00603206303563021,-0.982752922754522,0.325729553799507,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_Folic_acid_or_Folate_.Vit_B9."
-0.00387913062138932,0.00215039891757387,-1.80391209728,0.0712457169373276,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_Multivitamins_..._minerals"
0.0210870775692695,0.00190862945385619,11.0482825918175,2.25223342980004e-28,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_None_of_the_above"
-0.000557026054500889,0.0124492219067488,-0.0447438449304951,0.964311504146163,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_Prefer_not_to_answer"
-0.0256529323178604,0.00633086412379222,-4.05204278851181,5.07803825095451e-05,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_Vitamin_A"
-0.0258002191285006,0.00437841389017965,-5.89259484727289,3.8043096059333e-09,"basal_metabolic_rate_f23105_0_0",478482,"vitamin_and_mineral_supplements_f6155_0_0.multi_Vitamin_B"
