"Adiposity","Protein","estimate","sterror","z_value","p_value","n"
"android_bone_mass_f23244_2_0","A1BG",1.23776581100242,1.24953482636041,0.990581282642387,0.322356161189406,541
"android_bone_mass_f23244_2_0","AAMDC",0.970679819148547,1.26256658138538,0.768814756750051,0.442371429476645,520
"android_bone_mass_f23244_2_0","AARSD1",0.806346093041433,0.99878074659458,0.807330433421682,0.419750761324884,728
"android_bone_mass_f23244_2_0","ABCA2",1.03252739622852,1.26783164246699,0.814404185574191,0.415800371218311,528
"android_bone_mass_f23244_2_0","ABHD14B",1.21333845827252,1.00285357570854,1.20988595709525,0.226731657567772,728
"android_bone_mass_f23244_2_0","ABL1",0.790126007854486,0.999970226038561,0.790149533736235,0.429708414371771,728
"android_bone_mass_f23244_2_0","ABO",1.40670756928634,1.24588703110886,1.12908115596511,0.259391298077924,540
"android_bone_mass_f23244_2_0","ABRAXAS2",0.988492316960913,1.26714007758259,0.780097113530439,0.435702100227933,528
"android_bone_mass_f23244_2_0","ACAA1",1.03380847383901,1.00984866184965,1.02372614124722,0.306322894167065,720
"android_bone_mass_f23244_2_0","ACADM",0.834518782282341,1.25540770327612,0.664739255705198,0.506523132878889,528
"android_bone_mass_f23244_2_0","ACADSB",1.25110392179982,1.24530097606664,1.00465987407438,0.315536147664296,538
"android_bone_mass_f23244_2_0","ACAN",0.779822038634099,1.01914064468408,0.765176075256849,0.444426454323168,724
"android_bone_mass_f23244_2_0","ACE",1.39767787696269,1.24390863304056,1.12361779622532,0.261700731229389,540
"android_bone_mass_f23244_2_0","ACE2",1.04198787896584,1.0131274824199,1.02848644128872,0.304080935393992,720
"android_bone_mass_f23244_2_0","ACHE",0.993189809477388,1.27501838009588,0.778961170271679,0.436372572207167,525
"android_bone_mass_f23244_2_0","ACOT13",1.15574692791109,1.25148587610429,0.923499777327711,0.35618267085403,538
"android_bone_mass_f23244_2_0","ACOX1",1.12031682488697,1.01813405939655,1.10036278086108,0.271552340795457,729
"android_bone_mass_f23244_2_0","ACP1",1.54513128546007,1.27259623775929,1.21415672906644,0.225264488480363,524
"android_bone_mass_f23244_2_0","ACP5",1.22771089802945,1.00942053009372,1.2162531486411,0.224296716021842,732
"android_bone_mass_f23244_2_0","ACP6",1.13372212828498,0.98747628831335,1.14810060930315,0.251313708794506,739
"android_bone_mass_f23244_2_0","ACRBP",1.42538791223374,1.24840203274053,1.14176993857074,0.254087558194503,535
"android_bone_mass_f23244_2_0","ACRV1",1.56303175223385,1.27338529376692,1.22746175873455,0.220230151869129,524
"android_bone_mass_f23244_2_0","ACSL1",0.905279548511776,1.27031399566989,0.712642347953024,0.47639886273779,528
"android_bone_mass_f23244_2_0","ACTA2",1.00329155124217,1.01184571453984,0.991545980602825,0.321766128832367,720
"android_bone_mass_f23244_2_0","ACTN2",0.965597881962458,1.2652851740677,0.763146444574396,0.445735253579934,528
"android_bone_mass_f23244_2_0","ACTN4",1.11877545220436,1.00838500501105,1.10947251956816,0.267614037812812,717
"android_bone_mass_f23244_2_0","ACVRL1",1.22065027265925,0.992966508842008,1.22929651885517,0.21937252479495,731
"android_bone_mass_f23244_2_0","ACY1",1.2001747742781,1.01227536125006,1.18562085003828,0.236174372495845,729
"android_bone_mass_f23244_2_0","ACY3",0.986467437128527,1.26715863722084,0.778487719021563,0.436649056337083,528
"android_bone_mass_f23244_2_0","ACYP1",1.02098878482741,1.2848381997593,0.794643858673162,0.427200751125979,523
"android_bone_mass_f23244_2_0","ADA",0.921220895945669,0.999568228660733,0.921618824539834,0.357040927847242,738
"android_bone_mass_f23244_2_0","ADA2",1.13442095079223,1.00313907981328,1.13087105628802,0.25849721993744,728
"android_bone_mass_f23244_2_0","ADAM12",1.36291391041712,1.261842326478,1.08009842578449,0.280622210075817,524
"android_bone_mass_f23244_2_0","ADAM15",1.04702357189841,1.01222398238395,1.03437933710334,0.301320723565544,720
"android_bone_mass_f23244_2_0","ADAM22",1.17906763521614,0.998181350918255,1.18121585234134,0.237917004970338,731
"android_bone_mass_f23244_2_0","ADAM23",0.977175115933427,0.995488911909337,0.981603214504133,0.326630196244319,738
"android_bone_mass_f23244_2_0","ADAM8",1.18934830495297,0.999447057232337,1.19000631033574,0.234441110245874,740
"android_bone_mass_f23244_2_0","ADAM9",1.19624183366396,1.246411899141,0.959748406195723,0.337635739492223,538
"android_bone_mass_f23244_2_0","ADAMTS1",1.56207543080194,1.27440929995188,1.22572507189089,0.22088264425782,524
"android_bone_mass_f23244_2_0","ADAMTS13",1.27450980991842,0.992915499027589,1.28360350016352,0.19970007869963,738
"android_bone_mass_f23244_2_0","ADAMTS15",0.826886542907224,0.987593755730257,0.837273968278382,0.402724755427079,728
"android_bone_mass_f23244_2_0","ADAMTS16",1.05847580835708,1.00756447610344,1.05052910603848,0.293842171016066,720
"android_bone_mass_f23244_2_0","ADAMTS4",1.48627388648534,1.27213135446501,1.16833366402668,0.243232321162165,524
"android_bone_mass_f23244_2_0","ADAMTS8",1.26423072074529,1.0065297227606,1.25602919830117,0.209520280577054,736
"android_bone_mass_f23244_2_0","ADAMTSL2",1.40925738390085,1.23533700606307,1.14078779878217,0.254489481806821,541
"android_bone_mass_f23244_2_0","ADAMTSL4",1.04031631276488,1.26350009422126,0.823360692668615,0.4107010127424,520
"android_bone_mass_f23244_2_0","ADAMTSL5",1.2846475918274,1.24590492845273,1.03109600298538,0.302983568707905,538
"android_bone_mass_f23244_2_0","ADCYAP1R1",1.00772093800782,1.01115913743935,0.996599744487064,0.319307686047839,720
